index,street_raw,street,race_of_household
00918.jpg,so. flower st,flower,white
00917.jpg,50. flower,flower,white
00903.jpg,so. flower st,flower,white
00912.jpg,50. flower,flower,white
00902.jpg,50. flower,flower,white
00904.jpg,so. flower,flower,white
00905.jpg,s. flower,flower,white
00911.jpg,so-flower,flower,white
00910.jpg,flower,flower,white
00909.jpg,so. flower,flower,white
00915.jpg,so. flower st,flower,white
00921.jpg,so. flower,flower,white
00922.jpg,so. flower,flower,white
00923.jpg,90.flower st.,flower,white
00933.jpg,flower se,flower,white
00927.jpg,flower,flower,white
00926.jpg,so flower,flower,white
00932.jpg,so flower st.,flower,white
00930.jpg,so. flower st.,flower,white
00924.jpg,so. flower st,flower,white
00925.jpg,so. flower,flower,white
00931.jpg,s. flower,flower,white
00919.jpg,so. flower,flower,white
00928.jpg,so. flower-st.,flower,white
00934.jpg,so. flower,flower,white
00939.jpg,so. flower,flower,white
00935.jpg,so. flower.,flower,mexican
00938.jpg,so.flower,flower,white
00951.jpg,"s. flower
s",flower,white
00950.jpg,comotes,west,white
00944.jpg,s. flower,flower,white
00954.jpg,so. flower st,flower,white
00942.jpg,flower st,flower,white
00955.jpg,flower str,flower,white
00946.jpg,so. flower,flower,white
00948.jpg,so. flower st.,flower,white
00943.jpg,sq. flower,flower,white
00945.jpg,so. flower st.,flower,white
00956.jpg,so. flower str,flower,white
00952.jpg,so.flower,flower,white
00957.jpg,so. flower st.,flower,white
00969.jpg,so. flower se,flower,white
00953.jpg,so flower st.,flower,white
00972.jpg,"s. flower
s",flower,mexican
00958.jpg,so flower,flower,white
00962.jpg,so. flower,flower,white
00968.jpg,s. flower,flower,white
00966.jpg,flower st.-,flower,white
00963.jpg,s. flower,flower,white
00973.jpg,so.flower,flower,white
00964.jpg,so flower st,flower,white
00960.jpg,so. flower st.,flower,white
00959.jpg,so.flower,flower,white
00961.jpg,"s. flower
n",flower,white
00965.jpg,so. flower,flower,white
00970.jpg,so. flower.,flower,white
00949.jpg,s. flower,flower,white
00967.jpg,s. flower,flower,white
00940.jpg,so. flower,flower,white
00974.jpg,so. flowe's. st.,flower,white
00975.jpg,s. flower,flower,oriental
00976.jpg,so. flower se,flower,white
00980.jpg,so. flower.,flower,white
00983.jpg,so. flower se,flower,white
00981.jpg,50. flower,flower,white
00988.jpg,flower,flower,white
00990.jpg,so. flower st,flower,white
00989.jpg,sp. flower st.,flower,white
00985.jpg,so. flower,flower,white
00982.jpg,flower st,flower,white
01010.jpg,so flower,flower,white
01000.jpg,"50. flower
st",flower,white
01008.jpg,"s. flower.
s",flower,white
00997.jpg,so. flower,flower,white
00999.jpg,so. flower,flower,white
00995.jpg,so. flower st,flower,white
00991.jpg,s. flowcr,flower,white
01014.jpg,so. flower st,flower,white
00984.jpg,so. flower,flower,white
01001.jpg,so flower st,flower,white
01002.jpg,so. flower,flower,white
01007.jpg,flower st,flower,white
01011.jpg,flower se,flower,white
00992.jpg,jo. i lower,flower,white
01013.jpg,so. flower,flower,white
00993.jpg,"so. flower
st.",flower,white
00979.jpg,jo. flower,flower,white
01015.jpg,s.flower,flower,white
00998.jpg,so. flower,flower,white
01004.jpg,flower se,flower,white
01005.jpg,so. flower,flower,white
01006.jpg,"s. flowpr
s
150",flower,white
01003.jpg,s.flo wor,flower,white
01016.jpg,"so. flower
st",flower,white
01017.jpg,flower se,flower,white
01018.jpg,pos,west,white
01024.jpg,so. flower,flower,white
01019.jpg,so. flower,flower,white
01023.jpg,so. flower,flower,white
01026.jpg,0 flowe,flower,white
01022.jpg,s. flower,flower,white
01021.jpg,30.flower st,flower,white
01028.jpg,flower,flower,white
01031.jpg,-so. flower st,flower,white
01045.jpg,so flower st,flower,white
01041.jpg,flower,flower,white
01039.jpg,so. i lower,flower,white
01034.jpg,flower,flower,white
01051.jpg,so. flower st.,flower,white
01038.jpg,so. flower se,flower,white
01054.jpg,so flower.st,flower,white
01033.jpg,s. flower,flower,white
01032.jpg,so.flower st.,flower,white
01048.jpg,"s
o.
flower",flower,white
01030.jpg,20. flower,flower,white
01043.jpg,90.flower,flower,white
01027.jpg,so flower sf,flower,white
01050.jpg,"s. flower
in",flower,oriental
01029.jpg,so. flower st,flower,white
01046.jpg,flower se,flower,white
01036.jpg,"flower
#",flower,white
01055.jpg,so.. flower,flower,white
01052.jpg,50. flower,flower,white
01053.jpg,so. flower st,flower,white
01049.jpg,so. flower,flower,white
01035.jpg,so. flower,flower,white
01062.jpg,s. flower,flower,white
01057.jpg,so. flower,flower,white
01060.jpg,so. i lower,flower,white
01058.jpg,so. flower,flower,white
01063.jpg,so. flower,flower,white
01065.jpg,s. flower,flower,white
01059.jpg,so. flower st,flower,white
01064.jpg,"so, flower st",flower,white
01071.jpg,"so. flower
st",flower,white
01067.jpg,s. flower,flower,white
01066.jpg,so. flower st.,flower,white
01070.jpg,so. flower,flower,white
01069.jpg,so. flower sf.,flower,white
01068.jpg,- so.flower,flower,white
01072.jpg,s.flower,flower,white
01077.jpg,50. flower,flower,white
01074.jpg,so. flower st,flower,white
01097.jpg,so. flower st.,flower,white
01107.jpg,so. flower,flower,white
01108.jpg,so.flower,flower,white
01106.jpg,"so, flower",flower,white
01086.jpg,fotos,flower,white
01081.jpg,"s. flower
s",flower,white
01078.jpg,so. flower,flower,white
01080.jpg,so flower,flower,white
01073.jpg,so.flower,flower,white
01096.jpg,so flower.st,flower,white
01091.jpg,flower se,flower,white
01087.jpg,so. flower st.,flower,white
01088.jpg,so flower,flower,white
01090.jpg,so. i lower.,flower,white
01105.jpg,flower,flower,white
01104.jpg,"s. flower
m",flower,white
01103.jpg,so. flower,flower,white
01094.jpg,"o
flower",flower,white
01076.jpg,flower.,flower,white
01109.jpg,so. flower st.,flower,white
01084.jpg,"50
flower st",flower,white
01093.jpg,so flower,flower,white
01100.jpg,flower se,flower,white
01092.jpg,so. flower st.,flower,white
01085.jpg,50. flower,flower,white
01095.jpg,s. flower,flower,white
01082.jpg,so. flower,flower,white
01101.jpg,s. flower,flower,white
01110.jpg,so. flowen se,flower,white
01112.jpg,so. flower,flower,white
01102.jpg,so. flower,flower,white
01113.jpg,flower se,flower,white
01152.jpg,"so, flower",flower,white
01143.jpg,s. flower,flower,white
01120.jpg,flower st,flower,white
01150.jpg,"s. flower
s",flower,white
01133.jpg,so. flower,flower,white
01135.jpg,50. flower,flower,white
01146.jpg,so.flower,flower,white
01114.jpg,so. flower st.,flower,white
01154.jpg,so. flower,flower,white
01127.jpg,s. flower,flower,
01141.jpg,so flower st.,flower,white
01131.jpg,so. flower st,flower,white
01134.jpg,20. flower,flower,white
01117.jpg,so. flower st.,flower,white
01153.jpg,50. flower st,flower,white
01121.jpg,s. flower,flower,white
01149.jpg,flower,flower,white
01128.jpg,s. flower,flower,white
01124.jpg,sp. flower,flower,white
01147.jpg,so flower,flower,white
01145.jpg,so. flower,flower,white
01136.jpg,so. flower,flower,white
01140.jpg,flower s,flower,white
01123.jpg,s.flower,flower,white
01122.jpg,s.flower,flower,white
01139.jpg,so. flowce se,flower,white
01125.jpg,flower,flower,white
01130.jpg,flower s,flower,white
01116.jpg,sa. flower,flower,white
01157.jpg,"flower
st",flower,white
01119.jpg,so. flower,flower,white
01142.jpg,so-flower,flower,white
01132.jpg,so. flower st,flower,white
01156.jpg,so. flower,flower,white
01159.jpg,so. ilower.,flower,white
01160.jpg,so. flower,flower,white
01158.jpg,flower se,flower,white
01165.jpg,so. flower,flower,white
01164.jpg,flower st,flower,white
01167.jpg,so.flower,flower,white
01166.jpg,so. flowe 4₁ st.,flower,white
01162.jpg,s. flower,flower,white
01172.jpg,so.flower st,flower,white
01186.jpg,flower se,flower,white
01173.jpg,sa. flower,flower,white
01193.jpg,so. flo wer,flower,white
01185.jpg,so. flower st.,flower,white
01188.jpg,50.flower,flower,white
01184.jpg,s. flower,flower,white
01176.jpg,so. flower,flower,white
01170.jpg,s. flower.,flower,white
01180.jpg,so. flower st.,flower,white
01179.jpg,s. flower,flower,white
01197.jpg,so flower st.,flower,white
01171.jpg,so. flower sf.,flower,white
01182.jpg,so. flower,flower,white
01189.jpg,flower,flower,white
01191.jpg,so. flower sf,flower,white
01175.jpg,s. flower,flower,white
01194.jpg,so. flower se,flower,white
01187.jpg,so. flower,flower,white
01178.jpg,"so. flower st.
se",flower,white
01198.jpg,so. flower,flower,white
01169.jpg,s. flower,flower,white
01183.jpg,so. flower,flower,white
01199.jpg,so. flower,flower,white
01190.jpg,sa. flower st.,flower,white
01195.jpg,flower see,flower,white
01192.jpg,50. flower st,flower,white
01205.jpg,flower se,flower,white
01203.jpg,so. flower st,flower,white
01201.jpg,"s, flower
stf",flower,white
01206.jpg,so. flower,flower,white
01204.jpg,s.flower,flower,white
01209.jpg,0. i lowe,flower,white
01210.jpg,so.flower,flower,white
01211.jpg,so-flower st.,flower,white
01212.jpg,so.flower,flower,white
01238.jpg,flower,flower,white
01213.jpg,50 flower st,flower,white
01215.jpg,so. flower,flower,white
01216.jpg,flower st,flower,white
01239.jpg,so. flower,flower,white
01234.jpg,"50
so, flower",flower,white
01220.jpg,s. flower,flower,white
01230.jpg,80 flower,flower,white
01214.jpg,to flower,flower,white
01232.jpg,s. flower,flower,white
01228.jpg,so.flower,flower,white
01235.jpg,"s. flower
in
s",flower,white
01237.jpg,flower,flower,white
01218.jpg,so flower,flower,white
01251.jpg,"30. flower
st",flower,white
01221.jpg,50. flower,flower,white
01240.jpg,50. flower,flower,white
01248.jpg,so. flower st.,flower,white
01253.jpg,so flower,flower,white
01225.jpg,so. flower,flower,white
01250.jpg,so. flower,flower,white
01243.jpg,so. flower,flower,white
01249.jpg,s. flower,flower,white
01226.jpg,flower,flower,white
01242.jpg,-50. flower,flower,white
01223.jpg,so. flower,flower,mexican
01244.jpg,s. flower,flower,white
01231.jpg,so flower,flower,white
01246.jpg,so.fhower st,flower,white
01245.jpg,so. flower,flower,white
01247.jpg,s. flower,flower,oriental
01227.jpg,flower st,flower,white
01255.jpg,so. flower,flower,white
01254.jpg,so.flower,flower,white
01256.jpg,so-flower,flower,white
01257.jpg,so. flower,flower,white
01262.jpg,jo. flower.st,flower,white
01267.jpg,"se
so flower st",flower,white
01264.jpg,so. flower-,flower,white
01265.jpg,so. flower,flower,white
01261.jpg,"25
tomotes",west,other
01260.jpg,so flower,flower,white
01259.jpg,so flowe t.,flower,white
01279.jpg,flower,flower,white
01263.jpg,flower,flower,white
01258.jpg,s. flower.,flower,white
01268.jpg,so flower st,flower,white
01278.jpg,so flower st,flower,white
01292.jpg,50.flower,flower,white
01271.jpg,flower,flower,white
01289.jpg,flower,flower,white
01293.jpg,so. flower,flower,white
01270.jpg,s. flower,flower,white
01272.jpg,so flower,flower,white
01280.jpg,so i lower.,flower,white
01290.jpg,so.flower,flower,white
01269.jpg,so.flower,flower,white
01283.jpg,so. flower st.,flower,white
01281.jpg,flower se,flower,white
01273.jpg,s. flower,flower,
01275.jpg,so. flower st.,flower,white
01276.jpg,flower st,flower,white
01287.jpg,so. flower st.,flower,white
01274.jpg,so. flower,flower,white
01286.jpg,so. flower,flower,white
01291.jpg,"so. flower s
st",flower,white
01288.jpg,so. flower,flower,white
01297.jpg,flower s,flower,white
01296.jpg,"s. flower
stf",flower,white
01298.jpg,so. flower st.,flower,white
01299.jpg,s.flower,flower,white
01302.jpg,so. flower st.,flower,white
01303.jpg,so. flower,flower,white
01316.jpg,50. flower,flower,white
01304.jpg,so. flower,flower,white
01317.jpg,"so. flower
st.",flower,white
01301.jpg,so. flower st,flower,white
01312.jpg,so. flower,flower,white
01307.jpg,so. flower st,flower,white
01315.jpg,so. i lower,flower,white
01306.jpg,s. flower,flower,white
01308.jpg,"so, flower st",flower,white
01311.jpg,so. flower str,flower,white
01309.jpg,so. flower,flower,white
01324.jpg,flower st,flower,white
01327.jpg,so. flowerst,flower,white
01321.jpg,soflower,flower,white
01328.jpg,so. flower,flower,white
01331.jpg,s.flower,flower,white
01319.jpg,so. flower,flower,white
01300.jpg,so. flower,flower,white
01326.jpg,sp. flower st.,flower,white
01320.jpg,s. flower,flower,white
01318.jpg,s. flower,flower,white
01329.jpg,20. flower,flower,white
01333.jpg,"so, flowerst.",flower,white
01332.jpg,"50.flower
st",flower,white
01322.jpg,so. flower st.,flower,white
01330.jpg,so. flowey se.,flower,white
01336.jpg,50. flower st.,flower,white
01338.jpg,so flower st,flower,white
01341.jpg,50. flower,flower,white
01342.jpg,h flower.,flower,white
01339.jpg,50. flower,flower,white
01343.jpg,so. flower,flower,white
01340.jpg,s. flower,flower,white
01337.jpg,so. flower,flower,white
01344.jpg,flower se,flower,white
01346.jpg,"s. flower
5.
s",flower,white
01323.jpg,so. flower,flower,white
01347.jpg,50.fhawer,flower,white
01335.jpg,flower st,flower,white
01334.jpg,so flower,flower,white
01349.jpg,so. flower.,flower,mexican
01351.jpg,so. flower st.,flower,white
01353.jpg,"v
sa, flower",flower,white
01371.jpg,so. flower st,flower,mexican
01378.jpg,so flower,flower,white
01386.jpg,so fhower. st,flower,white
01359.jpg,so. flower st,flower,white
01355.jpg,so.flower,flower,white
01382.jpg,so. flower st,flower,white
01358.jpg,so. fhower,flower,white
01372.jpg,flower,flower,white
01388.jpg,50. flower,flower,white
01389.jpg,so flower,flower,white
01369.jpg,flower,flower,white
01352.jpg,flower st,flower,white
01387.jpg,so. flower st.,flower,white
01367.jpg,"so. flower
st",flower,white
01385.jpg,flower,flower,white
01376.jpg,so. flower,flower,white
01360.jpg,so. flower. st.,flower,white
01357.jpg,flower st,flower,white
01384.jpg,so. flower,flower,white
01381.jpg,so. flower,flower,white
01366.jpg,so. flower st.,flower,white
01368.jpg,so. flower st,flower,white
01383.jpg,so flower st,flower,white
01370.jpg,so. flower,flower,white
01374.jpg,"sc
3
flower sf.",flower,white
01354.jpg,so. flower,flower,white
01380.jpg,sa flower,flower,white
01362.jpg,s. flower,flower,white
01377.jpg,so.flower,flower,white
01375.jpg,"s. flower
s",flower,white
01392.jpg,"sa flower st.
st",flower,white
01390.jpg,"50, flower st",flower,white
01364.jpg,so. flower st,flower,white
01422.jpg,so. flower st,flower,white
01397.jpg,s flower,flower,mexican
01399.jpg,so. flower.,flower,white
01412.jpg,flower,flower,white
01419.jpg,s.flower,flower,white
01393.jpg,"so. flower
5 t.",flower,white
01401.jpg,so flower st.,flower,white
01418.jpg,so. flower,flower,white
01414.jpg,50. flower,flower,white
01396.jpg,so. flower,flower,white
01400.jpg,so flower,flower,white
01411.jpg,so flower st,flower,white
01395.jpg,flower,flower,white
01417.jpg,"so, flower st",flower,white
01409.jpg,50. flower,flower,white
01404.jpg,so. i lower,flower,white
01398.jpg,so. flower,flower,white
01416.jpg,"s.flower
s",flower,white
01402.jpg,s. flower,flower,white
01413.jpg,50. flower,flower,white
01421.jpg,so. flower,flower,white
01407.jpg,"2.
0
flower.",flower,white
01428.jpg,sa. flower,flower,white
01415.jpg,flower,flower,white
01394.jpg,so.flower,flower,white
01406.jpg,so. flower,flower,white
01427.jpg,so. flower st,flower,white
01423.jpg,flower se,flower,white
01424.jpg,so. flower st,flower,white
01420.jpg,so. flower,flower,white
01405.jpg,s. flower,flower,
01471.jpg,50. flower,flower,white
01445.jpg,so flower,flower,white
01451.jpg,so. flower,flower,white
01454.jpg,s. flower,flower,white
01439.jpg,so. flower st.,flower,white
01436.jpg,bo. flower.,flower,white
01457.jpg,"s flowpk
s",flower,white
01449.jpg,so flower,flower,white
01434.jpg,"s. flower
s",flower,white
01433.jpg,so. flower st,flower,white
01441.jpg,s. flower,flower,white
01438.jpg,so flower,flower,white
01430.jpg,so flower,flower,white
01437.jpg,so. flower,flower,white
01431.jpg,so. i lewer.,flower,white
01461.jpg,flower se,flower,white
01443.jpg,s.flower,flower,white
01463.jpg,so. flower,flower,white
01435.jpg,s. flower,flower,white
01455.jpg,so. flower st.,flower,white
01440.jpg,s. flower,flower,white
01456.jpg,so. flower ot.,flower,white
01466.jpg,flower se,flower,white
01446.jpg,so. flower st,flower,white
01460.jpg,50. flower st,flower,white
01442.jpg,so flower,flower,white
01468.jpg,30 flower st,flower,white
01458.jpg,"50. flower
st.",flower,white
01452.jpg,so flower,flower,white
01470.jpg,so. flower,flower,white
01462.jpg,s.flower,flower,white
01465.jpg,so. flower,flower,white
01480.jpg,so. flower,flower,white
01474.jpg,flower s,flower,white
01472.jpg,siflower,flower,white
01473.jpg,s. flower,flower,white
01478.jpg,flower,flower,white
01476.jpg,so.flower,flower,white
01475.jpg,so flower st.,flower,white
01477.jpg,50.flower,flower,white
01486.jpg,flower,flower,white
01484.jpg,so. flower st,flower,white
01497.jpg,50. flower,flower,white
01496.jpg,"5a
flower",flower,white
01492.jpg,so. flowe t se,flower,white
01494.jpg,·so. flower,flower,white
01489.jpg,"so.. flower
0",flower,white
01487.jpg,so. flower st.,flower,white
01482.jpg,6. flaive,flower,mexican
01490.jpg,so. flower,flower,white
01485.jpg,s. flower,flower,white
01481.jpg,"50. flower
st.",flower,white
01495.jpg,s. flower',flower,white
01504.jpg,flower s,flower,white
01499.jpg,flower,flower,white
01501.jpg,s. flower,flower,white
01510.jpg,so. flower st,flower,white
01514.jpg,so flower,flower,white
01502.jpg,"s.flower
s
10",flower,white
01506.jpg,so. flower,flower,white
01507.jpg,flower.,flower,white
01519.jpg,"so. flower
st",flower,white
01515.jpg,s. flower,flower,white
01517.jpg,so. flower,flower,white
01513.jpg,"so. flower
27.",flower,white
01512.jpg,so. flower st.,flower,white
01508.jpg,so flowers sti,flower,white
01500.jpg,so.flower,flower,white
01516.jpg,s. flower,flower,white
01518.jpg,so flower,flower,white
01498.jpg,50.flower,flower,white
01505.jpg,so flower st.,flower,white
01526.jpg,so.flower,flower,white
01522.jpg,so. flower,flower,white
01524.jpg,so. flower st.,flower,white
01525.jpg,90. flower,flower,white
01534.jpg,s. hope st.,hope,white
01535.jpg,"s. hope 34,",hope,white
01533.jpg,s. hope st,hope,white
01527.jpg,flower sh,flower,white
01530.jpg,s. hope st,hope,white
01531.jpg,s. hope st.,hope,white
01537.jpg,s. hope st.,hope,mexican
01529.jpg,so flower,flower,white
01536.jpg,s. hope st,hope,white
01532.jpg,5. hope,hope,white
01520.jpg,flower st.,flower,white
01523.jpg,s. flower,flower,white
01521.jpg,so. flower st.,flower,white
01550.jpg,s. hope st.,hope,white
01540.jpg,s. hope st.,hope,white
01542.jpg,s. hope st,hope,white
01551.jpg,s. hope st.,hope,white
01552.jpg,"s.hope s4,",hope,white
01548.jpg,s. hope st,hope,white
01547.jpg,"·s, hope st.",hope,white
01544.jpg,s. hope 34.,hope,white
01549.jpg,s. hope 34,hope,white
01539.jpg,s. hope st.,hope,white
01538.jpg,s. hope st,hope,white
01543.jpg,s. hope st,hope,white
01545.jpg,3. hope st,hope,white
01541.jpg,s. hope st.,hope,white
01553.jpg,s. hope st.,hope,white
01546.jpg,s. hope st,hope,white
01555.jpg,s. hope st,hope,oriental
01562.jpg,s. bunker hill ave,bunker hill ave,white
01557.jpg,s. hope st,hope,white
01569.jpg,-s. bunker hill ave,bunker hill ave,white
01565.jpg,s. bunker hill ave,bunker hill ave,white
01554.jpg,s. hope 84.,hope,white
01568.jpg,s. bunker hill ave,bunker hill ave,white
01561.jpg,bunker mee uve.,bunker hill ave,white
01558.jpg,s. hope st.,hope,white
01559.jpg,s. hope st,hope,white
01566.jpg,s. bunker hill ave,bunker hill ave,white
01567.jpg,s. bunker hill ave,bunker hill ave,white
01564.jpg,s. bunker hill ave,bunker hill ave,white
01563.jpg,s. bunker hill ave,bunker hill ave,white
01556.jpg,s. hope s4,hope,white
01560.jpg,bunker hill u,bunker hill ave,white
01575.jpg,s bunker hill are.,bunker hill ave,white
01570.jpg,s bunker hill ave,bunker hill ave,white
01571.jpg,s. bunker hill ave,bunker hill ave,white
01581.jpg,s. bunker hill are,bunker hill ave,white
01573.jpg,s. bunker hill ave,bunker hill ave,white
01572.jpg,s bunker hill ave,bunker hill ave,white
01585.jpg,so grand-ave,grand,white
01578.jpg,s. bunker hill are,bunker hill ave,white
01576.jpg,s. bonker hill ave,bunker hill ave,white
01584.jpg,s.bunker hill ave,bunker hill ave,white
01574.jpg,s. bunker hill ave,bunker hill ave,white
01579.jpg,s. bunker hill ave,bunker hill ave,white
01580.jpg,s. bunker hill ave,bunker hill ave,white
01583.jpg,s. bunker hill ave,bunker hill ave,white
01582.jpg,s. bunker hill ave,bunker hill ave,white
01577.jpg,s. bunker hill ave,bunker hill ave,white
01587.jpg,"so, grand ave",grand,white
01597.jpg,"so, grand ave",grand,white
01607.jpg,"so. grand- #ve
s",grand,white
01601.jpg,s. grand ave,grand,
01593.jpg,live.,flower,white
01592.jpg,grand,grand,white
01598.jpg,grand ave,grand,white
01612.jpg,,west,white
01603.jpg,so grand ave,grand,white
01595.jpg,grand,grand,white
01608.jpg,5. grand ave,grand,mexican
01605.jpg,rand live.,grand,white
01611.jpg,"so, grand ave",grand,white
01589.jpg,grand,grand,white
01590.jpg,s.granci ave,grand,white
01610.jpg,hand love,hope,white
01602.jpg,grand five,grand,white
01588.jpg,s. grand ave,grand,white
01606.jpg,"so, grand ave",grand,white
01609.jpg,arahed ant.,grand,white
01613.jpg,so. grand,grand,white
01624.jpg,grand ave,grand,white
01622.jpg,grand ave.,grand,white
01614.jpg,so. grand-7744,grand,white
01630.jpg,and ave.,grand,white
01619.jpg,so. grand-five,grand,white
01618.jpg,,west,white
01623.jpg,"grand!
ov",grand,white
01631.jpg,s. grand ave,grand,white
01615.jpg,so. grand ave,grand,white
01626.jpg,"so, grand ave",grand,white
01629.jpg,rand,grand,white
01643.jpg,and ave,grand,white
01640.jpg,5 grand ave,grand,white
01637.jpg,grand ave.,grand,white
01633.jpg,s.grand ave.,grand,white
01641.jpg,"ra
i tive.",bunker hill ave,white
01634.jpg,s. grand ave,grand,white
01639.jpg,"so, grand ave",grand,white
01648.jpg,"so, grand-ave",grand,white
01659.jpg,s. grand ave,grand,white
01645.jpg,grand,grand,white
01658.jpg,"so, grand ave",grand,white
01650.jpg,mased art.,cinnabar,white
01661.jpg,s. braled and.,grand,white
01655.jpg,s. grand avp.,grand,white
01649.jpg,so grand ave.,grand,white
01656.jpg,and,grand,white
01654.jpg,my,clay,white
01646.jpg,so. grand ave,grand,white
01652.jpg,grand livre.,grand,white
01647.jpg,s. grand ave,grand,white
01662.jpg,grand ave,grand,white
01665.jpg,s. grand,grand,white
01664.jpg,"so, grand-ave
5",grand,white
01668.jpg,"so, grand-ave",grand,white
01666.jpg,,west,white
01651.jpg,rand ave,grand,white
01685.jpg,s. grand ave,grand,white
01686.jpg,,west,white
01671.jpg,"s. gra
grand ave",grand,white
01680.jpg,so grand ave,grand,white
01677.jpg,,west,white
01675.jpg,s grand ave,grand,white
01684.jpg,"so, grand ave",grand,white
01673.jpg,so. grand ave,grand,white
01670.jpg,"so, grand ave",grand,white
01679.jpg,grand!,grand,white
01683.jpg,so. grand-ave,grand,white
01669.jpg,so. grand ave,grand,white
01672.jpg,grand ave,grand,white
01697.jpg,grand ca ave.,grand,white
01696.jpg,"so, grand sive",grand,white
01703.jpg,"so, grand-ave",grand,white
01694.jpg,"grand live.
the.",grand,white
01695.jpg,"so, grand-ave
lo",grand,white
01690.jpg,j. brand mr.,grand,white
01699.jpg,so. grand que,grand,white
01691.jpg,"so, grand ave",grand,white
01706.jpg,s. granc ave,grand,white
01707.jpg,"so, grand ave",grand,white
01687.jpg,so grand -ave,grand,white
01705.jpg,"so, grand-live",grand,white
01704.jpg,"so, grand ale",grand,white
01713.jpg,,west,white
01708.jpg,18.,west,white
01715.jpg,so. grand ave,grand,white
01701.jpg,so. grand ave,grand,white
01723.jpg,s. grand are,grand,white
01714.jpg,,west,white
01709.jpg,"so, grand ave",grand,white
01719.jpg,"so, grand ave",grand,white
01711.jpg,s.granc ave,grand,white
01730.jpg,grand!,grand,white
01717.jpg,s. grand ave,grand,white
01725.jpg,s. grand ave.,grand,white
01731.jpg,grand ave.,grand,white
01728.jpg,s. grand ave,grand,white
01735.jpg,"so, grand ave",grand,white
01724.jpg,,west,white
01734.jpg,rand ave,grand,white
01722.jpg,"so. grand
ave",grand,white
01718.jpg,so. bunker hill ave,bunker hill ave,white
01740.jpg,s. grand ame,grand,white
01742.jpg,haved ane,bunker hill ave,white
01736.jpg,s. grand are,grand,white
01737.jpg,so. grand ave.,grand,white
01738.jpg,s. grand art.,grand,white
01739.jpg,grand ave.,grand,white
01741.jpg,grand love,grand,white
01744.jpg,s. grand are,grand,white
01743.jpg,so. grand ave,grand,white
01748.jpg,rand i,grand,white
01750.jpg,live.,flower,white
01749.jpg,s. grand are,grand,white
01751.jpg,d ave.,bunker hill ave,white
01761.jpg,s. grand ave,grand,white
01766.jpg,grand are.,grand,white
01773.jpg,s 5. anand art.,cinnabar,white
01767.jpg,,west,other
01754.jpg,s. grand ave,grand,white
01759.jpg,"so, grand ave",grand,white
01764.jpg,s.grand are,grand,white
01776.jpg,,west,white
01758.jpg,s. grand lave.,grand,white
01769.jpg,so. grand-ave,grand,white
01762.jpg,"grand
20",grand,white
01770.jpg,"so, grand ave",grand,oriental
01757.jpg,31 grand,grand,white
01763.jpg,grand live,grand,white
01779.jpg,grand ave.,grand,white
01774.jpg,grand ave,grand,white
01780.jpg,"so, grand sive",grand,white
01771.jpg,grand,grand,white
01775.jpg,so. grand ave,grand,white
01783.jpg,grand abe,grand,white
01789.jpg,grand ave.,grand,white
01782.jpg,s. grand ave,grand,mexican
01784.jpg,s. brand any.,grand,white
01787.jpg,grand ave,grand,white
01792.jpg,so grand -five,grand,white
01786.jpg,s. grand ave.,grand,white
01791.jpg,grand,grand,white
01788.jpg,"so, grand ave",grand,white
01797.jpg,ran,grand,white
01794.jpg,s. grande,grand,mexican
01793.jpg,"so, grand ave",grand,white
01798.jpg,so grand-ave,grand,white
01801.jpg,s. grand ave,grand,white
01800.jpg,"so, grand ave",grand,white
01820.jpg,rand,grand,white
01815.jpg,s. grand live.,grand,white
01813.jpg,s. gauld art.,figueroa,white
01802.jpg,and,grand,mexican
01824.jpg,so. grand-ave,grand,white
01808.jpg,s. grand ure.,grand,white
01823.jpg,"so, grand ave",grand,white
01806.jpg,grand ave,grand,white
01817.jpg,j. paked art.,cinnabar,white
01812.jpg,s. grand ave,grand,white
01818.jpg,,west,white
01809.jpg,so grand que,grand,white
01807.jpg,"so, grand ave",grand,white
01816.jpg,grand ave,grand,white
01830.jpg,"so, grand ave",grand,white
01828.jpg,so. grand-ave,grand,white
01810.jpg,s. brand and,grand,white
01804.jpg,"so, grand-ave",grand,white
01805.jpg,"so,
grand ave",grand,white
01829.jpg,"and lave
an",bunker hill ave,white
01831.jpg,,west,white
01827.jpg,"so, grand ave",grand,white
01838.jpg,ran,grand,white
01825.jpg,s. grand ave,grand,white
01832.jpg,and,grand,white
01834.jpg,so. grand ave,grand,white
01837.jpg,s.grand avp.,grand,white
01826.jpg,"so, grand ave",grand,white
01844.jpg,"so, grand ave",grand,white
01843.jpg,so. grand-ave,grand,white
01839.jpg,grand ave,grand,white
01845.jpg,√. judad art.,cinnabar,white
01841.jpg,"so, grand stue",grand,white
01850.jpg,s. grand avp.,grand,white
01846.jpg,s. grand ave,grand,white
01853.jpg,so. grand sive.,grand,white
01848.jpg,so. grand ave,grand,white
01857.jpg,grand live,grand,white
01855.jpg,grand,grand,white
01863.jpg,grand love,grand,white
01859.jpg,,west,white
01862.jpg,"so, grand ave",grand,white
01864.jpg,"so, grand ave",grand,white
01870.jpg,hand lave,bunker hill ave,white
01866.jpg,"so, grand- ave",grand,white
01867.jpg,and ave.,grand,white
01860.jpg,sgrand ave.,grand,white
01872.jpg,grand art.,grand,white
01901.jpg,adlave,clay,white
01868.jpg,grand ave,grand,white
